OH_Number,Session_Folder,Lesson_File,File_Index,Lesson_ID,Wistia_ID,Lesson_Title,Program,Chapter,Problem_Number
83,70-Office-Hours-83-June-24th-2024,01-Lesson-56197732.md,1,Lesson-56197732,,HVAC: Fluids Module #21,HVAC,Fluids,21
85,71-Office-Hours-85-July-22nd-2024,00-Lesson-57351295.md,0,Lesson-57351295,,TFS: Thermo Module #4,TFS,Thermodynamics,4
85,71-Office-Hours-85-July-22nd-2024,01-Lesson-57351296.md,1,Lesson-57351296,,HVAC: Thermo #8,HVAC,Thermodynamics,8
85,71-Office-Hours-85-July-22nd-2024,02-Lesson-57351297.md,2,Lesson-57351297,,HVAC: Heat Transfer Module #6,HVAC,Heat Transfer,6
85,71-Office-Hours-85-July-22nd-2024,03-Lesson-57351298.md,3,Lesson-57351298,,TFS: Heat Transfer Module #10,TFS,Heat Transfer,10
85,71-Office-Hours-85-July-22nd-2024,04-Lesson-57351299.md,4,Lesson-57351299,,TFS: Heat Transfer Module #20,TFS,Heat Transfer,20
86,72-Office-Hours-86-August-5th-2024,00-Lesson-57653726.md,0,Lesson-57653726,,HVAC: Fluids Module #3,HVAC,Fluids,3
86,72-Office-Hours-86-August-5th-2024,01-Lesson-57653727.md,1,Lesson-57653727,,HVAC: Heat Transfer #10,HVAC,Heat Transfer,10
86,72-Office-Hours-86-August-5th-2024,02-Lesson-57653728.md,2,Lesson-57653728,,HVAC: HVAC Module #17,HVAC,HVAC,17
86,72-Office-Hours-86-August-5th-2024,03-Lesson-57653729.md,3,Lesson-57653729,,HVAC: Systems And Components #10,HVAC,Systems and Components,10
87,73-Office-Hours-87-September-2nd-2024,00-Lesson-58386245.md,0,Lesson-58386245,,HVAC: Thermo Module #3,HVAC,Thermodynamics,3
87,73-Office-Hours-87-September-2nd-2024,01-Lesson-58386243.md,1,Lesson-58386243,,HVAC: Fluids Module #14,HVAC,Fluids,14
87,73-Office-Hours-87-September-2nd-2024,02-Lesson-58386246.md,2,Lesson-58386246,,HVAC: Fluids Module #26,HVAC,Fluids,26
87,73-Office-Hours-87-September-2nd-2024,03-Lesson-58386247.md,3,Lesson-58386247,,HVAC: Psychrometrics #11,HVAC,Psychrometrics,11
87,73-Office-Hours-87-September-2nd-2024,04-Lesson-58386248.md,4,Lesson-58386248,,HVAC: Heat Transfer Module #21,HVAC,Heat Transfer,21
87,73-Office-Hours-87-September-2nd-2024,05-Lesson-58386251.md,5,Lesson-58386251,,HVAC: Full Practice Exam #1-68,HVAC,Practice Exam 1,1
87,73-Office-Hours-87-September-2nd-2024,06-Lesson-58386249.md,6,Lesson-58386249,,HVAC: Full Practice Exam #1-77,HVAC,Practice Exam 1,1
88,74-Office-Hours-88-September-17th-2024,00-Lesson-58779603.md,0,Lesson-58779603,,TFS: Hydraulic And Fluid Applications #29,TFS,Fluids,29
88,74-Office-Hours-88-September-17th-2024,01-Lesson-58779604.md,1,Lesson-58779604,,HVAC: Thermo Module #13,HVAC,Thermodynamics,13
88,74-Office-Hours-88-September-17th-2024,02-Lesson-58779605.md,2,Lesson-58779605,,HVAC: Thermo Module #15,HVAC,Thermodynamics,15
88,74-Office-Hours-88-September-17th-2024,03-Lesson-58779606.md,3,Lesson-58779606,,HVAC: Full Practice Exam #64,HVAC,Practice Exam 1,64
88,74-Office-Hours-88-September-17th-2024,04-Lesson-58779607.md,4,Lesson-58779607,,HVAC: Full Practice Exam #2-26,HVAC,Practice Exam 2,2
89,75-Office-Hours-89-October-14th-2024,00-Lesson-59321862.md,0,Lesson-59321862,,HVAC: Thermo Module #9,HVAC,Thermodynamics,9
89,75-Office-Hours-89-October-14th-2024,01-Lesson-59321863.md,1,Lesson-59321863,,HVAC: Thermo Module #11,HVAC,Thermodynamics,11
89,75-Office-Hours-89-October-14th-2024,02-Lesson-59321857.md,2,Lesson-59321857,,HVAC: Fluids Module #8,HVAC,Fluids,8
89,75-Office-Hours-89-October-14th-2024,03-Lesson-59321864.md,3,Lesson-59321864,,HVAC: HVAC Module #4,HVAC,HVAC,4
89,75-Office-Hours-89-October-14th-2024,04-Lesson-59321865.md,4,Lesson-59321865,,HVAC: Systems And Components #3,HVAC,Systems and Components,3
89,75-Office-Hours-89-October-14th-2024,05-Lesson-59321866.md,5,Lesson-59321866,,HVAC: Systems And Components #9,HVAC,Systems and Components,9
89,75-Office-Hours-89-October-14th-2024,06-Lesson-59321858.md,6,Lesson-59321858,,HVAC: Supporting Topics #12,HVAC,Supporting Topics,12
89,75-Office-Hours-89-October-14th-2024,07-Lesson-59321859.md,7,Lesson-59321859,,HVAC: Supporting Topics #24,HVAC,Supporting Topics,24
90,76-Office-Hours-90-October-28th-2024,01-Lesson-59828665.md,1,Lesson-59828665,,TFS: Thermodynamics #10,TFS,Thermodynamics,10
90,76-Office-Hours-90-October-28th-2024,02-Lesson-59828660.md,2,Lesson-59828660,,TFS: Heat Transfer #15,TFS,Heat Transfer,15
90,76-Office-Hours-90-October-28th-2024,03-Lesson-59828666.md,3,Lesson-59828666,,HVAC: HVAC Module #17,HVAC,HVAC,17
91,77-Office-Hours-91-November-11th-2024,00-Lesson-59955551.md,0,Lesson-59955551,,TFS: Thermodynamics #16,TFS,Thermodynamics,16
91,77-Office-Hours-91-November-11th-2024,01-Lesson-59955561.md,1,Lesson-59955561,,TFS: Thermodynamics #21,TFS,Thermodynamics,21
91,77-Office-Hours-91-November-11th-2024,02-Lesson-59955577.md,2,Lesson-59955577,,TFS: Thermodynamics #24,TFS,Thermodynamics,24
92,78-Office-Hours-92-November-25th-2024,00-Lesson-60623463.md,0,Lesson-60623463,,HVAC: Thermo Module #2,HVAC,Thermodynamics,2
92,78-Office-Hours-92-November-25th-2024,01-Lesson-60623464.md,1,Lesson-60623464,,HVAC: Thermo Module #7,HVAC,Thermodynamics,7
92,78-Office-Hours-92-November-25th-2024,02-Lesson-60623470.md,2,Lesson-60623470,,HVAC: Thermo Module #8,HVAC,Thermodynamics,8
92,78-Office-Hours-92-November-25th-2024,03-Lesson-60623461.md,3,Lesson-60623461,,HVAC: Thermo Module #9,HVAC,Thermodynamics,9
92,78-Office-Hours-92-November-25th-2024,04-Lesson-60623471.md,4,Lesson-60623471,,HVAC: Thermo Module #19,HVAC,Thermodynamics,19
92,78-Office-Hours-92-November-25th-2024,05-Lesson-60623472.md,5,Lesson-60623472,,HVAC: Fluids Module #8,HVAC,Fluids,8
92,78-Office-Hours-92-November-25th-2024,06-Lesson-60623465.md,6,Lesson-60623465,,HVAC: Fluids Module #22,HVAC,Fluids,22
94,79-Office-Hours-94-December-23rd-2024,00-Lesson-61282564.md,0,Lesson-61282564,,HVAC: Thermo Module #1,HVAC,Thermodynamics,1
94,79-Office-Hours-94-December-23rd-2024,01-Lesson-61282479.md,1,Lesson-61282479,,HVAC: Thermo Module #3,HVAC,Thermodynamics,3
94,79-Office-Hours-94-December-23rd-2024,02-Lesson-61282480.md,2,Lesson-61282480,,HVAC: Thermo Module #12,HVAC,Thermodynamics,12
94,79-Office-Hours-94-December-23rd-2024,03-Lesson-61282481.md,3,Lesson-61282481,,HVAC: Thermo Module #21,HVAC,Thermodynamics,21
94,79-Office-Hours-94-December-23rd-2024,04-Lesson-61282482.md,4,Lesson-61282482,,HVAC: Supporting Topics #7,HVAC,Supporting Topics,7
95,80-Office-Hours-95-January-6th-2025,00-Lesson-61696162.md,0,Lesson-61696162,,TFS: Hydraulic And Fluids Applications #19,TFS,Fluids,19
95,80-Office-Hours-95-January-6th-2025,01-Lesson-61696163.md,1,Lesson-61696163,,HVAC: Thermo Module #23,HVAC,Thermodynamics,23
95,80-Office-Hours-95-January-6th-2025,02-Lesson-61696164.md,2,Lesson-61696164,,HVAC: Fluids Module #1,HVAC,Fluids,1
95,80-Office-Hours-95-January-6th-2025,03-Lesson-61696165.md,3,Lesson-61696165,,HVAC: Fluids Module #6,HVAC,Fluids,6
95,80-Office-Hours-95-January-6th-2025,04-Lesson-61696166.md,4,Lesson-61696166,,HVAC: Heat Transfer Module #15,HVAC,Heat Transfer,15
95,80-Office-Hours-95-January-6th-2025,05-Lesson-61696160.md,5,Lesson-61696160,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
95,80-Office-Hours-95-January-6th-2025,06-Lesson-61696167.md,6,Lesson-61696167,,HVAC: HVAC Module #3,HVAC,HVAC,3
96,81-Office-Hours-96-January-22nd-2025,00-Lesson-62286829.md,0,Lesson-62286829,,TFS: Heat Transfer #20,TFS,Heat Transfer,20
96,81-Office-Hours-96-January-22nd-2025,01-Lesson-62286840.md,1,Lesson-62286840,,TFS: Energy And Power Systems #11,TFS,Systems and Components,11
96,81-Office-Hours-96-January-22nd-2025,02-Lesson-62286830.md,2,Lesson-62286830,,TFS: Hydraulic And Fluids Applications #59,TFS,Fluids,59
96,81-Office-Hours-96-January-22nd-2025,03-Lesson-62286842.md,3,Lesson-62286842,,HVAC: Thermo Module #4,HVAC,Thermodynamics,4
96,81-Office-Hours-96-January-22nd-2025,04-Lesson-62286831.md,4,Lesson-62286831,,HVAC: Fluids Module #9,HVAC,Fluids,9
96,81-Office-Hours-96-January-22nd-2025,05-Lesson-62286827.md,5,Lesson-62286827,,HVAC: Fluids Module #21,HVAC,Fluids,21
96,81-Office-Hours-96-January-22nd-2025,06-Lesson-62286832.md,6,Lesson-62286832,,HVAC: Fluids Module #22,HVAC,Fluids,22
96,81-Office-Hours-96-January-22nd-2025,07-Lesson-62286843.md,7,Lesson-62286843,,HVAC: Fluids Module #24,HVAC,Fluids,24
96,81-Office-Hours-96-January-22nd-2025,08-Lesson-62286828.md,8,Lesson-62286828,,HVAC: Fluids Module #26,HVAC,Fluids,26
96,81-Office-Hours-96-January-22nd-2025,09-Lesson-62286844.md,9,Lesson-62286844,,HVAC: Fluids Module #28,HVAC,Fluids,28
96,81-Office-Hours-96-January-22nd-2025,10-Lesson-62286845.md,10,Lesson-62286845,,HVAC: Psychrometrics Module #2,HVAC,Psychrometrics,2
96,81-Office-Hours-96-January-22nd-2025,11-Lesson-62286846.md,11,Lesson-62286846,,HVAC: Heat Transfer #15,HVAC,Heat Transfer,15
96,81-Office-Hours-96-January-22nd-2025,12-Lesson-62286833.md,12,Lesson-62286833,,HVAC: Systems And Components Module #20,HVAC,Systems and Components,20
96,81-Office-Hours-96-January-22nd-2025,13-Lesson-62286848.md,13,Lesson-62286848,,HVAC: Systems And Components Module #21,HVAC,Systems and Components,21
96,81-Office-Hours-96-January-22nd-2025,14-Lesson-62286834.md,14,Lesson-62286834,,HVAC: Systems And Components Module #22,HVAC,Systems and Components,22
96,81-Office-Hours-96-January-22nd-2025,15-Lesson-62286835.md,15,Lesson-62286835,,HVAC: Systems And Components Module #28,HVAC,Systems and Components,28
96,81-Office-Hours-96-January-22nd-2025,16-Lesson-62286836.md,16,Lesson-62286836,,HVAC: Supporting Topics #12,HVAC,Supporting Topics,12
96,81-Office-Hours-96-January-22nd-2025,17-Lesson-62286849.md,17,Lesson-62286849,,HVAC: Supporting Topics #14,HVAC,Supporting Topics,14
96,81-Office-Hours-96-January-22nd-2025,18-Lesson-62286837.md,18,Lesson-62286837,,HVAC: Full Practice Exam #1-13,HVAC,Practice Exam 1,1
96,81-Office-Hours-96-January-22nd-2025,19-Lesson-62286850.md,19,Lesson-62286850,,HVAC: Full Practice Exam #1-23,HVAC,Practice Exam 1,1
97,82-Office-Hours-97-February-3rd-2025,00-Lesson-62413708.md,0,Lesson-62413708,,TFS: Energy And Power Systems #18,TFS,Systems and Components,18
97,82-Office-Hours-97-February-3rd-2025,01-Lesson-62413710.md,1,Lesson-62413710,,TFS: Supporting Topics #6,TFS,Supporting Topics,6
97,82-Office-Hours-97-February-3rd-2025,02-Lesson-62413719.md,2,Lesson-62413719,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
97,82-Office-Hours-97-February-3rd-2025,03-Lesson-62413711.md,3,Lesson-62413711,,HVAC: Heat Transfer Module #20,HVAC,Heat Transfer,20
97,82-Office-Hours-97-February-3rd-2025,04-Lesson-62413712.md,4,Lesson-62413712,,HVAC: HVAC Module #13,HVAC,HVAC,13
97,82-Office-Hours-97-February-3rd-2025,05-Lesson-62413713.md,5,Lesson-62413713,,HVAC: HVAC Module #15,HVAC,HVAC,15
97,82-Office-Hours-97-February-3rd-2025,06-Lesson-62413720.md,6,Lesson-62413720,,HVAC: HVAC Module #19,HVAC,HVAC,19
97,82-Office-Hours-97-February-3rd-2025,07-Lesson-62413714.md,7,Lesson-62413714,,HVAC: Systems And Components Module #25,HVAC,Systems and Components,25
98,83-Office-Hours-98-February-17th-2025,00-Lesson-62881647.md,0,Lesson-62881647,,TFS: Practice Exam #1-79,TFS,Practice Exam 1,1
98,83-Office-Hours-98-February-17th-2025,01-Lesson-62881648.md,1,Lesson-62881648,,HVAC: Psychrometrics Module #5,HVAC,Psychrometrics,5
98,83-Office-Hours-98-February-17th-2025,02-Lesson-62881650.md,2,Lesson-62881650,,HVAC: HVAC Module #13,HVAC,HVAC,13
98,83-Office-Hours-98-February-17th-2025,03-Lesson-62881651.md,3,Lesson-62881651,,HVAC: HVAC Module #21,HVAC,HVAC,21
98,83-Office-Hours-98-February-17th-2025,04-Lesson-62881652.md,4,Lesson-62881652,,HVAC: Systems And Components Module #4,HVAC,Systems and Components,4
98,83-Office-Hours-98-February-17th-2025,05-Lesson-62881653.md,5,Lesson-62881653,,HVAC: Systems And Components Module #11,HVAC,Systems and Components,11
98,83-Office-Hours-98-February-17th-2025,06-Lesson-62881654.md,6,Lesson-62881654,,HVAC: Systems And Components Module #28,HVAC,Systems and Components,28
98,83-Office-Hours-98-February-17th-2025,07-Lesson-62881655.md,7,Lesson-62881655,,HVAC: Supporting Topics #14,HVAC,Supporting Topics,14
98,83-Office-Hours-98-February-17th-2025,08-Lesson-62881656.md,8,Lesson-62881656,,HVAC: Supporting Topics #15,HVAC,Supporting Topics,15
98,83-Office-Hours-98-February-17th-2025,09-Lesson-62881657.md,9,Lesson-62881657,,HVAC: Full Practice Exam #18,HVAC,Practice Exam 1,18
98,83-Office-Hours-98-February-17th-2025,10-Lesson-62881660.md,10,Lesson-62881660,,HVAC: Full Practice Exam #52,HVAC,Practice Exam 2,52
98,83-Office-Hours-98-February-17th-2025,11-Lesson-62881658.md,11,Lesson-62881658,,HVAC: Full Practice Exam #20,HVAC,Practice Exam 2,20
99,84-Office-Hours-99-March-3rd-2025,00-Lesson-63254300.md,0,Lesson-63254300,,HVAC: HVAC Module #6,HVAC,HVAC,6
99,84-Office-Hours-99-March-3rd-2025,01-Lesson-63254301.md,1,Lesson-63254301,,HVAC: Supporting Topics #26,HVAC,Supporting Topics,26
99,84-Office-Hours-99-March-3rd-2025,02-Lesson-63254302.md,2,Lesson-63254302,,HVAC: Full Practice Exam #44,HVAC,Practice Exam 1,44
99,84-Office-Hours-99-March-3rd-2025,03-Lesson-63254292.md,3,Lesson-63254292,,HVAC: Full Practice Exam #74,HVAC,Practice Exam 1,74
99,84-Office-Hours-99-March-3rd-2025,04-Lesson-63254293.md,4,Lesson-63254293,,HVAC: Practice Exam #1 - 58,HVAC,Practice Exam 1,1
100,85-Office-Hours-100-March-17th-2025,00-Lesson-63667183.md,0,Lesson-63667183,,HVAC: HVAC Module #17,HVAC,HVAC,17
100,85-Office-Hours-100-March-17th-2025,01-Lesson-63667190.md,1,Lesson-63667190,,HVAC: Systems And Components Module #21,HVAC,Systems and Components,21
100,85-Office-Hours-100-March-17th-2025,02-Lesson-63667184.md,2,Lesson-63667184,,HVAC: Practice Exam #2-19,HVAC,Practice Exam 2,2
100,85-Office-Hours-100-March-17th-2025,03-Lesson-63667185.md,3,Lesson-63667185,,HVAC: Practice Exam #2-67,HVAC,Practice Exam 2,2
101,86-Office-Hours-101-March-31st-2025,00-Lesson-64020496.md,0,Lesson-64020496,,TFS: Heat Transfer #17,TFS,Heat Transfer,17
101,86-Office-Hours-101-March-31st-2025,01-Lesson-64020497.md,1,Lesson-64020497,,HVAC: Thermo Module #8,HVAC,Thermodynamics,8
101,86-Office-Hours-101-March-31st-2025,02-Lesson-64020499.md,2,Lesson-64020499,,HVAC: HVAC Module #14,HVAC,HVAC,14
101,86-Office-Hours-101-March-31st-2025,03-Lesson-64020498.md,3,Lesson-64020498,,HVAC: Fluids Module #14,HVAC,Fluids,14
101,86-Office-Hours-101-March-31st-2025,04-Lesson-64020490.md,4,Lesson-64020490,,HVAC: HVAC Module #17,HVAC,HVAC,17
102,87-Office-Hours-102-May-13th-2025,00-Lesson-65284242.md,0,Lesson-65284242,,HVAC: Heat Transfer Module #8,HVAC,Heat Transfer,8
102,87-Office-Hours-102-May-13th-2025,01-Lesson-65284243.md,1,Lesson-65284243,,HVAC: Full Practice Exam #7,HVAC,Practice Exam 2,7
102,87-Office-Hours-102-May-13th-2025,02-Lesson-65284244.md,2,Lesson-65284244,,HVAC: Full Practice Exam #22,HVAC,Practice Exam 2,22
102,87-Office-Hours-102-May-13th-2025,03-Lesson-65284250.md,3,Lesson-65284250,,HVAC: Full Practice Exam #25,HVAC,Practice Exam 2,25
102,87-Office-Hours-102-May-13th-2025,04-Lesson-65284251.md,4,Lesson-65284251,,HVAC: Full Practice Exam #26,HVAC,Practice Exam 2,26
102,87-Office-Hours-102-May-13th-2025,05-Lesson-65284245.md,5,Lesson-65284245,,HVAC: Full Practice Exam #39,HVAC,Practice Exam 2,39
102,87-Office-Hours-102-May-13th-2025,06-Lesson-65284246.md,6,Lesson-65284246,,HVAC: Full Practice Exam #44,HVAC,Practice Exam 2,44
102,87-Office-Hours-102-May-13th-2025,07-Lesson-65284252.md,7,Lesson-65284252,,HVAC: Full Practice Exam #67,HVAC,Practice Exam 2,67
102,87-Office-Hours-102-May-13th-2025,08-Lesson-65284254.md,8,Lesson-65284254,,HVAC: Full Practice Exam #78,HVAC,Practice Exam 2,78
103,88-Office-Hours-103-May-26th-2025,00-Lesson-65520493.md,0,Lesson-65520493,,TFS: Hydraulic And Fluids Applications #25,TFS,Fluids,25
103,88-Office-Hours-103-May-26th-2025,01-Lesson-65520494.md,1,Lesson-65520494,,TFS: Supporting Topics #13,TFS,Supporting Topics,13
103,88-Office-Hours-103-May-26th-2025,02-Lesson-65520499.md,2,Lesson-65520499,,HVAC: Fluids Module #1,HVAC,Fluids,1
103,88-Office-Hours-103-May-26th-2025,03-Lesson-65520500.md,3,Lesson-65520500,,HVAC: Fluids Module #3-A,HVAC,Fluids,3
103,88-Office-Hours-103-May-26th-2025,04-Lesson-65520495.md,4,Lesson-65520495,,HVAC: Fluids Module #3-B,HVAC,Fluids,3
103,88-Office-Hours-103-May-26th-2025,05-Lesson-65520496.md,5,Lesson-65520496,,HVAC: Fluids Module #12,HVAC,Fluids,12
103,88-Office-Hours-103-May-26th-2025,06-Lesson-65520501.md,6,Lesson-65520501,,HVAC: Fluids Module #19,HVAC,Fluids,19
103,88-Office-Hours-103-May-26th-2025,07-Lesson-65520497.md,7,Lesson-65520497,,HVAC: Fluids Module #22,HVAC,Fluids,22
103,88-Office-Hours-103-May-26th-2025,08-Lesson-65520498.md,8,Lesson-65520498,,HVAC: Fluids Module #6,HVAC,Fluids,6
104,89-Office-Hours-104-June-9th-2025,00-Lesson-66033996.md,0,Lesson-66033996,,HVAC: Fluids Module #25,HVAC,Fluids,25
104,89-Office-Hours-104-June-9th-2025,01-Lesson-66033994.md,1,Lesson-66033994,,HVAC: Psychrometrics Module #9,HVAC,Psychrometrics,9
104,89-Office-Hours-104-June-9th-2025,02-Lesson-66033997.md,2,Lesson-66033997,,HVAC: Psychrometrics Module #13,HVAC,Psychrometrics,13
104,89-Office-Hours-104-June-9th-2025,03-Lesson-66033998.md,3,Lesson-66033998,,HVAC: Heat Transfer Module #4,HVAC,Heat Transfer,4
104,89-Office-Hours-104-June-9th-2025,04-Lesson-66033999.md,4,Lesson-66033999,,HVAC: Heat Transfer Module #10,HVAC,Heat Transfer,10
104,89-Office-Hours-104-June-9th-2025,05-Lesson-66033995.md,5,Lesson-66033995,,HVAC: Heat Transfer Module #16,HVAC,Heat Transfer,16
105,90-Office-Hours-105-June-23th-2025,00-Lesson-66494042.md,0,Lesson-66494042,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
105,90-Office-Hours-105-June-23th-2025,01-Lesson-66494046.md,1,Lesson-66494046,,HVAC: HVAC Module #3,HVAC,HVAC,3
105,90-Office-Hours-105-June-23th-2025,02-Lesson-66494044.md,2,Lesson-66494044,,HVAC: HVAC Module #4,HVAC,HVAC,4
105,90-Office-Hours-105-June-23th-2025,03-Lesson-66494047.md,3,Lesson-66494047,,HVAC: HVAC Module #15,HVAC,HVAC,15
105,90-Office-Hours-105-June-23th-2025,04-Lesson-66494048.md,4,Lesson-66494048,,HVAC: Systems And Components Module #4,HVAC,Systems and Components,4
105,90-Office-Hours-105-June-23th-2025,05-Lesson-66494041.md,5,Lesson-66494041,,HVAC: Systems And Components Module #6,HVAC,Systems and Components,6
105,90-Office-Hours-105-June-23th-2025,06-Lesson-66494043.md,6,Lesson-66494043,,HVAC: Systems And Components Module #13,HVAC,Systems and Components,13
105,90-Office-Hours-105-June-23th-2025,07-Lesson-66494049.md,7,Lesson-66494049,,HVAC: Systems And Components Module #14,HVAC,Systems and Components,14
105,90-Office-Hours-105-June-23th-2025,08-Lesson-66494050.md,8,Lesson-66494050,,HVAC: Supporting Topics #26,HVAC,Supporting Topics,26
106,91-Office-Hours-106-July-7th-2025,00-Lesson-66900145.md,0,Lesson-66900145,,TFS: Thermodynamics #7,TFS,Thermodynamics,7
106,91-Office-Hours-106-July-7th-2025,01-Lesson-66900148.md,1,Lesson-66900148,,HVAC: Thermo Module #9,HVAC,Thermodynamics,9
106,91-Office-Hours-106-July-7th-2025,02-Lesson-66900150.md,2,Lesson-66900150,,HVAC: Thermo Module #14,HVAC,Thermodynamics,14
106,91-Office-Hours-106-July-7th-2025,03-Lesson-66900147.md,3,Lesson-66900147,,HVAC: Thermo Module #15,HVAC,Thermodynamics,15
106,91-Office-Hours-106-July-7th-2025,04-Lesson-66900153.md,4,Lesson-66900153,,HVAC: Fluids Module #1,HVAC,Fluids,1
106,91-Office-Hours-106-July-7th-2025,05-Lesson-66900146.md,5,Lesson-66900146,,HVAC: Fluids Module #14,HVAC,Fluids,14
106,91-Office-Hours-106-July-7th-2025,06-Lesson-66900154.md,6,Lesson-66900154,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
106,91-Office-Hours-106-July-7th-2025,07-Lesson-66900152.md,7,Lesson-66900152,,HVAC: Systems And Components #21,HVAC,Systems and Components,21
106,91-Office-Hours-106-July-7th-2025,08-Lesson-66900149.md,8,Lesson-66900149,,HVAC: Systems And Components #25,HVAC,Systems and Components,25
106,91-Office-Hours-106-July-7th-2025,09-Lesson-66900151.md,9,Lesson-66900151,,HVAC: Systems And Components #28,HVAC,Systems and Components,28
107,92-Office-Hours-107-July-21st-2025,00-Lesson-67325941.md,0,Lesson-67325941,,TFS: Thermodynamics #2,TFS,Thermodynamics,2
107,92-Office-Hours-107-July-21st-2025,01-Lesson-67325946.md,1,Lesson-67325946,,TFS: Thermodynamics #7,TFS,Thermodynamics,7
107,92-Office-Hours-107-July-21st-2025,02-Lesson-67325940.md,2,Lesson-67325940,,TFS: Heat Transfer #8,TFS,Heat Transfer,8
107,92-Office-Hours-107-July-21st-2025,03-Lesson-67325939.md,3,Lesson-67325939,,TFS: Heat Transfer #2,TFS,Heat Transfer,2
107,92-Office-Hours-107-July-21st-2025,06-Lesson-67325942.md,6,Lesson-67325942,,HVAC: Supporting Topics #19,HVAC,Supporting Topics,19
107,92-Office-Hours-107-July-21st-2025,07-Lesson-67325943.md,7,Lesson-67325943,,HVAC: Full Practice Exam #2-26,HVAC,Practice Exam 2,2
107,92-Office-Hours-107-July-21st-2025,08-Lesson-67325945.md,8,Lesson-67325945,,HVAC: Full Practice Exam #2-31,HVAC,Practice Exam 2,2
107,92-Office-Hours-107-July-21st-2025,09-Lesson-67325944.md,9,Lesson-67325944,,HVAC: Full Practice Exam #2-73,HVAC,Practice Exam 2,2
108,93-Office-Hours-108-September-1st-2025,00-Lesson-68463442.md,0,Lesson-68463442,,TFS: Heat Transfer #7,TFS,Heat Transfer,7
108,93-Office-Hours-108-September-1st-2025,01-Lesson-68463450.md,1,Lesson-68463450,,TFS: Energy And Power Systems #21,TFS,Systems and Components,21
108,93-Office-Hours-108-September-1st-2025,02-Lesson-68463444.md,2,Lesson-68463444,,TFS: Practice Exam #1-8,TFS,Practice Exam 1,1
108,93-Office-Hours-108-September-1st-2025,03-Lesson-68463445.md,3,Lesson-68463445,,HVAC: Thermo Module #2,HVAC,Thermodynamics,2
108,93-Office-Hours-108-September-1st-2025,04-Lesson-68463446.md,4,Lesson-68463446,,HVAC: Thermo Module #5,HVAC,Thermodynamics,5
109,94-Office-Hours-109-November-10th-2025,00-Lesson-70388993.md,0,Lesson-70388993,,HVAC: Psychometrics Module #4,HVAC,Psychrometrics,4
109,94-Office-Hours-109-November-10th-2025,01-Lesson-70388997.md,1,Lesson-70388997,,HVAC: HVAC Module #4,HVAC,HVAC,4
109,94-Office-Hours-109-November-10th-2025,02-Lesson-70388994.md,2,Lesson-70388994,,HVAC: Systems And Components Module #16,HVAC,Systems and Components,16
109,94-Office-Hours-109-November-10th-2025,03-Lesson-70388995.md,3,Lesson-70388995,,HVAC: Systems And Components Module #18,HVAC,Systems and Components,18
109,94-Office-Hours-109-November-10th-2025,04-Lesson-70388996.md,4,Lesson-70388996,,HVAC: Systems And Components Module #21,HVAC,Systems and Components,21
109,94-Office-Hours-109-November-10th-2025,05-Lesson-70388992.md,5,Lesson-70388992,,HVAC: Full Practice Exam #2 - 31,HVAC,Practice Exam 2,2
111,96-Office-Hours-111-January-5th-2026,00-Lesson-71909996.md,0,Lesson-71909996,,HVAC: Thermo Module #12,HVAC,Thermodynamics,12
111,96-Office-Hours-111-January-5th-2026,01-Lesson-71909995.md,1,Lesson-71909995,,HVAC: Fluids Module #9,HVAC,Fluids,9
111,96-Office-Hours-111-January-5th-2026,02-Lesson-71909997.md,2,Lesson-71909997,,HVAC: Fluids Module #14,HVAC,Fluids,14
111,96-Office-Hours-111-January-5th-2026,03-Lesson-71909998.md,3,Lesson-71909998,,HVAC: Fluids Module #21,HVAC,Fluids,21
111,96-Office-Hours-111-January-5th-2026,04-Lesson-71910001.md,4,Lesson-71910001,,HVAC: Fluids Module #25,HVAC,Fluids,25
111,96-Office-Hours-111-January-5th-2026,05-Lesson-71909999.md,5,Lesson-71909999,,HVAC: Systems And Components Module #11,HVAC,Systems and Components,11
111,96-Office-Hours-111-January-5th-2026,06-Lesson-71910000.md,6,Lesson-71910000,,HVAC: Full Practice Exam #55,HVAC,Practice Exam 1,55
112,97-Office-Hours-112-January-19th-2026,00-Lesson-72215825.md,0,Lesson-72215825,,TFS: Thermodynamics #16,TFS,Thermodynamics,16
112,97-Office-Hours-112-January-19th-2026,01-Lesson-72215826.md,1,Lesson-72215826,,TFS: Thermodynamics #10,TFS,Thermodynamics,10
112,97-Office-Hours-112-January-19th-2026,02-Lesson-72215830.md,2,Lesson-72215830,,TFS: Hydraulic And Fluids #13,TFS,Fluids,13
112,97-Office-Hours-112-January-19th-2026,03-Lesson-72215827.md,3,Lesson-72215827,,HVAC: Psychrometrics #4,HVAC,Psychrometrics,4
112,97-Office-Hours-112-January-19th-2026,04-Lesson-72215831.md,4,Lesson-72215831,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
112,97-Office-Hours-112-January-19th-2026,05-Lesson-72215833.md,5,Lesson-72215833,,HVAC: Full Practice Exam #15,HVAC,Practice Exam 1,15
